time,latency,ploss
2019-05-21 02:05:32.858736,0.0618218442668,0.0
2019-05-21 02:05:40.385901,0.060564249754,0.0
2019-05-21 02:05:47.913144,0.0576770098313,0.0
2019-05-21 02:05:55.441655,0.0558167022208,0.0
2019-05-21 02:06:02.968412,0.0580534934998,0.0
2019-05-21 02:06:10.496116,0.0585460144541,0.0
2019-05-21 02:06:18.026901,0.0614215498385,0.0
2019-05-21 02:06:25.556157,0.0577903934146999,0.0
2019-05-21 02:06:33.084423,0.0558850246926999,0.0
2019-05-21 02:06:40.616380,0.0578244458074,0.0
2019-05-21 02:06:48.148370,0.0638312464175,0.0
2019-05-21 02:06:55.679498,0.0581209348596,0.0
2019-05-21 02:07:03.209213,0.0520846221758,0.0
2019-05-21 02:07:10.736517,0.0609692490619,0.0
2019-05-21 02:07:18.261911,0.0607180893421,0.0
2019-05-21 02:07:25.788760,0.0604196320409,0.0
2019-05-21 02:07:33.320787,0.0549805267997,0.0
2019-05-21 02:07:40.850514,0.0546960416046999,0.0
2019-05-21 02:07:48.383229,0.0636642601179,0.0
2019-05-21 02:07:55.915104,0.0571328971696999,0.0
2019-05-21 02:08:03.443688,0.0555554783863,0.0
2019-05-21 02:08:10.972108,0.0543970439745,0.0
2019-05-21 02:08:18.499289,0.0597967064899,0.0
2019-05-21 02:08:26.025572,0.0600304810897,0.0
2019-05-21 02:08:33.553564,0.0572571754456,0.0
2019-05-21 02:08:41.083299,0.0531379761903,0.0
2019-05-21 02:08:48.609813,0.0560795638871999,0.0
2019-05-21 02:08:56.142951,0.0608689163042,0.0
2019-05-21 02:09:03.673890,0.0579206736190999,0.0
2019-05-21 02:09:11.202168,0.0590763714003,0.0
2019-05-21 02:09:18.737383,0.0599721929301,0.0
2019-05-21 02:09:26.265135,0.060826819876,0.0
2019-05-21 02:09:33.798659,0.0563792664071999,0.0
2019-05-21 02:09:41.325263,0.0534471221591999,0.0
2019-05-21 02:09:48.852630,0.0549708034681,0.0
2019-05-21 02:09:56.382939,0.0608522581018,0.0
2019-05-21 02:10:03.909476,0.0593569693358,0.0
2019-05-21 02:10:11.437033,0.0581889670828,0.0
2019-05-21 02:10:18.965465,0.052512863408,0.0
2019-05-21 02:10:26.496055,0.0598886738653,0.0
2019-05-21 02:10:34.017465,0.0597101398135999,0.0
2019-05-21 02:10:41.548996,0.0621995511262,0.0
2019-05-21 02:10:49.073442,0.055764498918,0.0
2019-05-21 02:10:56.606366,0.0536479120669,0.0
2019-05-21 02:11:04.130711,0.058368742466,0.0
2019-05-21 02:11:11.658775,0.0586045583089,0.0
2019-05-21 02:11:19.185985,0.062500818916,0.0
2019-05-21 02:11:26.717428,0.0561651354251,0.0
2019-05-21 02:11:34.245721,0.0534680485725,0.0
2019-05-21 02:11:41.784072,0.0630064528921,0.0
2019-05-21 02:11:49.311679,0.0594040310901,0.0
2019-05-21 02:11:56.838222,0.0583824696748,0.0
2019-05-21 02:12:04.377271,0.0610738837201,0.0
2019-05-21 02:12:11.902572,0.0623768205228,0.0
2019-05-21 02:12:19.429806,0.060471959736,0.0
2019-05-21 02:12:26.956474,0.0537715476492,0.0
2019-05-21 02:12:34.485236,0.0533123741979,0.0
2019-05-21 02:12:42.015679,0.0555767598359,0.0
2019-05-21 02:12:49.551486,0.0588913067527,0.0
2019-05-21 02:12:57.081846,0.0526981146439,0.0
2019-05-21 02:13:04.617896,0.0590476471445,0.0
2019-05-21 02:13:12.145171,0.0725475394207,0.0
2019-05-21 02:13:19.674951,0.0612534854723,0.0
2019-05-21 02:13:27.208407,0.0522235433261,0.0
2019-05-21 02:13:34.733523,0.0608575966047,0.0
2019-05-21 02:13:42.261982,0.0635112226009,0.0
2019-05-21 02:13:49.785055,0.0597677127175,0.0
2019-05-21 02:13:57.314715,0.0601521471271999,0.0
2019-05-21 02:14:04.878701,0.0550079544385,0.0
2019-05-21 02:14:12.369126,0.0574602044147,0.0
2019-05-21 02:14:19.897967,0.0633964020273,0.0
2019-05-21 02:14:27.427487,0.0613106541012,0.0
2019-05-21 02:14:34.961388,0.0552806439606999,0.0
2019-05-21 02:14:42.488003,0.0538378591123,0.0
2019-05-21 02:14:50.020870,0.0565404373666999,0.0
2019-05-21 02:14:57.551050,0.0608331846154,0.0
2019-05-21 02:15:05.073107,0.0601326279018,0.0
2019-05-21 02:15:12.603454,0.0570147244827,0.0
2019-05-21 02:15:20.146076,0.074839612712,0.0
2019-05-21 02:15:27.658607,0.0634433186573,0.0
2019-05-21 02:15:35.188179,0.0603959560394,0.0
2019-05-21 02:15:42.717313,0.0552660382312,0.0
2019-05-21 02:15:50.242654,0.0554607640142,0.0
2019-05-21 02:15:57.773498,0.0586994834568,0.0
2019-05-21 02:16:05.302597,0.0618940194448,0.0
2019-05-21 02:16:12.835975,0.0603300903154,0.0
2019-05-21 02:16:20.360306,0.0552916008493,0.0
2019-05-21 02:16:27.889251,0.0558559583581,0.0
2019-05-21 02:16:35.418073,0.0572580047276,0.0
2019-05-21 02:16:42.945415,0.0620815028315,0.0
2019-05-21 02:16:50.474929,0.0576772378839,0.0
2019-05-21 02:16:58.004966,0.053515776344,0.0
2019-05-21 02:17:05.532952,0.0562376146731,0.0
2019-05-21 02:17:13.058293,0.0581277557041,0.0
2019-05-21 02:17:20.584374,0.0600302219391,0.0
2019-05-21 02:17:28.113825,0.0577101707458,0.0
2019-05-21 02:17:35.642621,0.0563481786977,0.0
2019-05-21 02:17:43.171074,0.0513080513996,0.0
2019-05-21 02:17:50.701431,0.0626982709635999,0.0
2019-05-21 02:17:58.233432,0.0572513601054,0.0
2019-05-21 02:18:05.762594,0.0574869383935999,0.0
2019-05-21 02:18:13.293318,0.0574456505153,0.0
2019-05-21 02:18:20.821306,0.0590766098187999,0.0
2019-05-21 02:18:28.347121,0.0597389780957,0.0
2019-05-21 02:18:35.875996,0.0564990976581999,0.0
2019-05-21 02:18:43.405423,0.0534212900245,0.0
2019-05-21 02:18:50.936344,0.0568157071652999,0.0
2019-05-21 02:18:58.470801,0.0598624478216,0.0
2019-05-21 02:19:06.005494,0.0533702174821999,0.0
2019-05-21 02:19:13.533718,0.0591048676035,0.0
2019-05-21 02:19:21.063219,0.0612252587856999,0.0
2019-05-21 02:19:28.592920,0.057646430057,0.0
2019-05-21 02:19:36.121088,0.0554602353469,0.0
2019-05-21 02:19:43.650432,0.0525683838388,0.0
2019-05-21 02:19:51.180675,0.0610551937767,0.0
2019-05-21 02:19:58.715759,0.0598107675711,0.0
2019-05-21 02:20:06.242078,0.0568420472352,0.0
2019-05-21 02:20:13.774398,0.0568963444751,0.0
2019-05-21 02:20:21.305422,0.0598767322043,0.0
2019-05-21 02:20:28.833180,0.0594797333082,0.0
2019-05-21 02:20:36.359935,0.0554248889287,0.0
2019-05-21 02:20:43.883886,0.0545321651127,0.0
2019-05-21 02:20:51.409498,0.0534162936003,0.0
2019-05-21 02:20:58.936765,0.0600204364113,0.0
2019-05-21 02:21:06.466267,0.0615877483201999,0.0
2019-05-21 02:21:13.994049,0.0583840245786,0.0
2019-05-21 02:21:21.520921,0.0546243294426,0.0
2019-05-21 02:21:29.052436,0.0494938207709,0.0
2019-05-21 02:21:36.577891,0.0633605148481,0.0
2019-05-21 02:21:44.106073,0.0586195821347,0.0
2019-05-21 02:21:51.634964,0.0585878931957999,0.0
2019-05-21 02:21:59.163948,0.0545041250146,0.0
2019-05-21 02:22:06.698277,0.0600996950398,0.0
2019-05-21 02:22:14.226615,0.0627314940743,0.0
2019-05-21 02:22:21.754064,0.0579964077991,0.0
2019-05-21 02:22:29.282410,0.0552064180374,0.0
2019-05-21 02:22:36.809517,0.0528474683347,0.0
2019-05-21 02:22:44.337687,0.0579458630603,0.0
2019-05-21 02:22:51.875729,0.0552092691263,0.0
2019-05-21 02:22:59.402514,0.0542153716087,0.0
2019-05-21 02:23:06.933189,0.0609616818635,0.0
2019-05-21 02:23:14.461618,0.0618843721306999,0.0
2019-05-21 02:23:21.992391,0.0603516101837,0.0
2019-05-21 02:23:29.522643,0.0550498340441,0.0
2019-05-21 02:23:37.054416,0.056153991948,0.0
2019-05-21 02:23:44.583006,0.0633063627326,0.0
2019-05-21 02:23:52.108746,0.0602452340333,0.0
2019-05-21 02:23:59.637178,0.0564683416615,0.0
2019-05-21 02:24:07.171124,0.0538375792296,0.0
2019-05-21 02:24:14.701442,0.0610153873761,0.0
